file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120106_wiadomosci.gazeta.pl_4e987ff4700b94fe6e0827078d714af463a59af009733b25758ad781	21.92	12.46	90.97	0.00	0.00	0.00	534	3751	53	0	5	14
20120106_wiadomosci.gazeta.pl_9e3a495d6d34f0786bb36d7959b1cfd0fd7be66d18123b9282771fcf	20.43	11.48	92.54	0.00	0.00	0.00	484	3731	39	0	6	9
20120102_www.biolog.pl_458dc323d6fecf12318de0d36bb9317f6bd756684cc50211fde2d884	20.94	11.99	82.64	7.69	5.56	12.50	200	1468	42	1	17	7
20120106_zdrowie.dziennik.pl_41a3b618e2860a726d88f90155cc12d3e22c36051851dbd398ebcecc	6.66	3.47	82.54	14.29	8.33	50.00	260	7236	55	6	66	6
20111209_www.zdrowiutko.info_56cc2f0896ce74cc99e8f5a7b15d4e21b4b7d65025a2cce6eadf5443	23.54	13.53	90.48	0.00	0.00	0.00	247	1579	26	0	7	5
20120105_www.biolog.pl_a016490eff21b1267a3eac8194936de785fbeb75780cafa93f326a58	26.69	15.99	80.66	6.06	5.56	6.67	292	1534	70	1	17	14
20111209_www.we-dwoje.pl_cb0e6719f1d1da385317a9d3b45425c2f56d3a9df06eedc71973937c	11.59	6.24	80.71	26.67	33.33	22.22	205	3079	49	2	4	7
20111121_www.zdrowiutko.info_4af7429d6f7b3967f666b89eea7bef64cc89f5b13fb8a366a7b5fcf9	46.78	32.50	83.45	0.00	0.00	0.00	817	1697	162	0	7	32
20120105_zdrowie.gazeta.pl_25d02d0e4172561f2efa5f137260da753222aa05e4ac37297f889fe8	14.23	7.73	89.93	66.67	65.00	68.42	259	3092	29	13	7	6
20120105_www.biolog.pl_18f25bfb9bb01f9fbf381bb9f11d90daa713d7739e8eb1475e750817	11.78	6.32	86.21	26.09	16.67	60.00	100	1482	16	3	15	2
20120104_www.se.pl_3ee27ec46069a1837a8f6923ff91e7590131d1dc25dacbd1252ff86b	14.53	7.96	82.80	0.00	0.00	0.00	308	3559	64	0	8	12
20111207_www.we-dwoje.pl_c5b6af8a7526c739d0640f6f3f4d1b0bf84adb7b6038ea12a64748ea	16.63	9.24	83.33	54.55	75.00	42.86	290	2850	58	3	1	4
20120106_gornictwo.wnp.pl_e963ec4fb649971ea8b0e0c2eab6609caed629d3468ac5337714beff	2.27	1.15	77.87	1.89	0.99	20.00	95	8161	27	1	100	4
20120104_www.se.pl_150d37a1ae4d3cbf4e188b12ca6c3c5331d63cef665e32148a7adef8	22.47	12.83	90.22	0.00	0.00	0.00	526	3573	57	0	8	15
20120105_www.we-dwoje.pl_01634c7ab98ae9b9bb9456c2192aab3060fcaf20f4dd23858cdbd4af	36.33	22.73	90.43	64.00	80.00	53.33	822	2794	87	8	2	7
20111207_www.we-dwoje.pl_429d4b840ac7e41278d5111c96d47bf8a4db8e3cae971076400971ec	24.79	14.38	89.62	66.67	75.00	60.00	449	2673	52	3	1	2
20120106_www.rp.pl_05d84e8ae6c6f836e60f9c9aae694c3c059d9bd3342257682c197cbe	12.85	6.89	94.75	77.78	77.78	77.78	361	4876	20	7	2	2
20111209_www.biolog.pl_039e473555c4ee6a818fbd7ac007c8edc8407155a9cd534dfb0abe80	15.55	8.63	78.21	24.00	16.67	42.86	140	1482	39	3	15	4
20120104_wiadomosci.onet.pl_9286ef9b1482d15641f6210db9e2f4e85fbbb64ba98941753c735585	48.69	33.11	91.95	0.00	0.00	0.00	594	1200	52	0	7	22
20111121_www.zdrowiutko.info_f468b28dcbabeba53d25452eb69d90c23ee980993795c741cb1c9712	31.38	19.26	84.62	0.00	0.00	0.00	374	1568	68	0	7	11
20120106_tvp.info_ad39caa8103c89120e8be1fb5a1539a8530bc9e2b0729b24fcbdd3c5	41.04	26.16	95.14	10.00	100.00	5.26	1096	3093	56	1	0	18
20120104_wiadomosci.gazeta.pl_b71863be9e1c75b555a9c2c18267fdbd0c823571ed41588f64e4c5dc	8.43	4.43	85.62	0.00	0.00	0.00	262	5647	44	0	13	11
20120104_www.money.pl_e7ba8f2d7d697eb07d171de9f2d33a494d57e2fc44dce04b805450e1	8.29	4.35	90.15	53.33	50.00	57.14	183	4027	20	4	4	3
20111207_www.we-dwoje.pl_10b733980c25f2a66e72829b7d261ddd42f4c3e67a5f7c5978612f6f	15.51	8.50	87.90	33.33	40.00	28.57	247	2658	34	2	3	5
20120104_www.gk24.pl_c95d8af5117520c86cf6a43247756d8a8bcfe62435ca0a8d4256662f	6.69	3.48	88.03	2.67	1.49	12.50	228	6332	31	1	66	7
20120105_goodcontents.net_d3d973b9ef61722241c1895ccf3226ee946d67ce816ac725955be986	25.30	14.66	92.16	18.18	33.33	12.50	682	3969	58	3	6	21
